"Column Name","Label"
"S2303_C03_021M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C04_021E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C04_021M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C05_021E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C05_021M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C06_021E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C06_021M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks"
"S2303_C01_022E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C01_022M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C02_022E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C02_022M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C03_022E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C03_022M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C04_022E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C04_022M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C05_022E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C05_022M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C06_022E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C06_022M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks"
"S2303_C01_023E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C01_023M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C02_023E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C02_023M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C03_023E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C03_023M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C04_023E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C04_023M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C05_023E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C05_023M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C06_023E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C06_023M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week"
"S2303_C01_024E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C01_024M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C02_024E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C02_024M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C03_024E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C03_024M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C04_024E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C04_024M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C05_024E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C05_024M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C06_024E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C06_024M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks"
"S2303_C01_025E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C01_025M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C02_025E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C02_025M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C03_025E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C03_025M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C04_025E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C04_025M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C05_025E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C05_025M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C06_025E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C06_025M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks"
"S2303_C01_026E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C01_026M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C02_026E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C02_026M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C03_026E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C03_026M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C04_026E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C04_026M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C05_026E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C05_026M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C06_026E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C06_026M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks"
"S2303_C01_027E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C01_027M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C02_027E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C02_027M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C03_027E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C03_027M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C04_027E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C04_027M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C05_027E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C05_027M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C06_027E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C06_027M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks"
"S2303_C01_028E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C01_028M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C02_028E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C02_028M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C03_028E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C03_028M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C04_028E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C04_028M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C05_028E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C05_028M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C06_028E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C06_028M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks"
"S2303_C01_029E","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C01_029M","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C02_029E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C02_029M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C03_029E","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C03_029M","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C04_029E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C04_029M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C05_029E","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C05_029M","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C06_029E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C06_029M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks"
"S2303_C01_030E","Total!!Estimate!!USUAL HOURS WORKED!!Did not work"
"S2303_C01_030M","Total!!Margin of Error!!USUAL HOURS WORKED!!Did not work"
"S2303_C02_030E","Percent Total!!Estimate!!USUAL HOURS WORKED!!Did not work"
"S2303_C02_030M","Percent Total!!Margin of Error!!USUAL HOURS WORKED!!Did not work"
"S2303_C03_030E","Male!!Estimate!!USUAL HOURS WORKED!!Did not work"
"S2303_C03_030M","Male!!Margin of Error!!USUAL HOURS WORKED!!Did not work"
"S2303_C04_030E","Percent Male!!Estimate!!USUAL HOURS WORKED!!Did not work"
"S2303_C04_030M","Percent Male!!Margin of Error!!USUAL HOURS WORKED!!Did not work"
"S2303_C05_030E","Female!!Estimate!!USUAL HOURS WORKED!!Did not work"
"S2303_C05_030M","Female!!Margin of Error!!USUAL HOURS WORKED!!Did not work"
"S2303_C06_030E","Percent Female!!Estimate!!USUAL HOURS WORKED!!Did not work"
"S2303_C06_030M","Percent Female!!Margin of Error!!USUAL HOURS WORKED!!Did not work"
"S2303_C01_031E","Total!!Estimate!!Mean usual hours worked for workers"
"S2303_C01_031M","Total!!Margin of Error!!Mean usual hours worked for workers"
"S2303_C02_031E","Percent Total!!Estimate!!Mean usual hours worked for workers"
"S2303_C02_031M","Percent Total!!Margin of Error!!Mean usual hours worked for workers"
"S2303_C03_031E","Male!!Estimate!!Mean usual hours worked for workers"
"S2303_C03_031M","Male!!Margin of Error!!Mean usual hours worked for workers"
"S2303_C04_031E","Percent Male!!Estimate!!Mean usual hours worked for workers"
"S2303_C04_031M","Percent Male!!Margin of Error!!Mean usual hours worked for workers"
"S2303_C05_031E","Female!!Estimate!!Mean usual hours worked for workers"
"S2303_C05_031M","Female!!Margin of Error!!Mean usual hours worked for workers"
"S2303_C06_031E","Percent Female!!Estimate!!Mean usual hours worked for workers"
"S2303_C06_031M","Percent Female!!Margin of Error!!Mean usual hours worked for workers"
"S2303_C01_032E","Total!!Estimate!!Median age of workers 16 to 64 years"
"S2303_C01_032M","Total!!Margin of Error!!Median age of workers 16 to 64 years"
"S2303_C02_032E","Percent Total!!Estimate!!Median age of workers 16 to 64 years"
"S2303_C02_032M","Percent Total!!Margin of Error!!Median age of workers 16 to 64 years"
"S2303_C03_032E","Male!!Estimate!!Median age of workers 16 to 64 years"
"S2303_C03_032M","Male!!Margin of Error!!Median age of workers 16 to 64 years"
"S2303_C04_032E","Percent Male!!Estimate!!Median age of workers 16 to 64 years"
"S2303_C04_032M","Percent Male!!Margin of Error!!Median age of workers 16 to 64 years"
"S2303_C05_032E","Female!!Estimate!!Median age of workers 16 to 64 years"
"S2303_C05_032M","Female!!Margin of Error!!Median age of workers 16 to 64 years"
"S2303_C06_032E","Percent Female!!Estimate!!Median age of workers 16 to 64 years"
"S2303_C06_032M","Percent Female!!Margin of Error!!Median age of workers 16 to 64 years"
"S2303_C01_033E","Total!!Estimate!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C01_033M","Total!!Margin of Error!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C02_033E","Percent Total!!Estimate!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C02_033M","Percent Total!!Margin of Error!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C03_033E","Male!!Estimate!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C03_033M","Male!!Margin of Error!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C04_033E","Percent Male!!Estimate!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C04_033M","Percent Male!!Margin of Error!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C05_033E","Female!!Estimate!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C05_033M","Female!!Margin of Error!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C06_033E","Percent Female!!Estimate!!Workers 16 to 64 years who worked full-time, year-round"
"S2303_C06_033M","Percent Female!!Margin of Error!!Workers 16 to 64 years who worked full-time, year-round"
